Scenario - Match to Sample
Logfile written - 06/28/2022 09:56:28

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	96	Picture	Stim;Practice;0;6;121111112;211111112;Right;0	Stim	Practice	0	6	121111112	211111112	Right	0	1954420	0	1	39961	1	0	next	miss	0
	97	Picture	ITI	ITI								1994381	0	1	2997	1	0	next	other	0
	98	Picture	Study	Study								1997378	0	1	9990	1	0	next	other	0
	100	Picture	Stim;Practice;0;1;111221122;211211122;Left;0	Stim	Practice	0	1	111221122	211211122	Left	0	2037505	0	1	39961	1	0	next	miss	0
	101	Picture	ITI	ITI								2077466	0	1	2997	1	0	next	other	0
	102	Picture	Study	Study								2080463	0	1	9990	1	0	next	other	0
	104	Picture	Stim;Practice;0;2;221111211;221111121;Left;0	Stim	Practice	0	2	221111211	221111121	Left	0	2120590	0	1	39961	1	0	next	miss	0
	105	Picture	ITI	ITI								2160551	0	1	2997	1	0	next	other	0
	106	Picture	Study	Study								2163548	0	1	9990	1	0	next	other	0
	108	Picture	Stim;Practice;0;3;211211122;212211121;Right;0	Stim	Practice	0	3	211211122	212211121	Right	0	2203676	0	1	39961	1	0	next	miss	0
	109	Picture	ITI	ITI								2243637	0	1	2997	1	0	next	other	0
	110	Picture	Study	Study								2246634	0	1	9990	1	0	next	other	0
	112	Picture	Stim;Practice;0;4;111122111;111112211;Right;0	Stim	Practice	0	4	111122111	111112211	Right	0	2286761	0	1	39961	1	0	next	miss	0
	113	Picture	ITI	ITI								2326722	0	1	2997	1	0	next	other	0
	114	Picture	Study	Study								2329719	0	1	9990	1	0	next	other	0
	116	Picture	Stim;Practice;0;5;121212111;221112111;Right;0	Stim	Practice	0	5	121212111	221112111	Right	0	2369846	0	1	39961	1	0	next	miss	0
	117	Picture	ITI	ITI								2409807	0	1	2997	1	0	next	other	0
	118	Picture	Study	Study								2412804	0	1	9990	1	0	next	other	0
	120	Picture	Stim;Practice;0;6;211121111;111121121;Right;0	Stim	Practice	0	6	211121111	111121121	Right	0	2452932	0	1	39961	1	0	next	miss	0
	121	Picture	ITI	ITI								2492893	0	1	2997	1	0	next	other	0
	122	Picture	Study	Study								2495890	0	1	9990	1	0	next	other	0
	124	Picture	Stim;Practice;0;1;111121211;111121112;Left;0	Stim	Practice	0	1	111121211	111121112	Left	0	2536017	0	1	39961	1	0	next	miss	0
	125	Picture	ITI	ITI								2575978	0	1	2997	1	0	next	other	0
	126	Picture	Study	Study								2578975	0	1	9990	1	0	next	other	0
	128	Picture	Stim;Practice;0;2;211112111;121112111;Left;0	Stim	Practice	0	2	211112111	121112111	Left	0	2619102	0	1	39961	1	0	next	miss	0
	129	Picture	ITI	ITI								2659063	0	1	2997	1	0	next	other	0
	130	Picture	Study	Study								2662060	0	1	9990	1	0	next	other	0
	132	Picture	Stim;Practice;0;3;221111111;212111111;Right;0	Stim	Practice	0	3	221111111	212111111	Right	0	2702188	0	1	39961	1	0	next	miss	0
	133	Picture	ITI	ITI								2742149	0	1	2997	1	0	next	other	0
	134	Picture	Study	Study								2745146	0	1	9990	1	0	next	other	0
	136	Picture	Stim;Practice;0;4;121121111;211121111;Right;0	Stim	Practice	0	4	121121111	211121111	Right	0	2785273	0	1	39961	1	0	next	miss	0
	137	Picture	ITI	ITI								2825234	0	1	2997	1	0	next	other	0
	138	Picture	Study	Study								2828231	0	1	9990	1	0	next	other	0
	140	Picture	Stim;Practice;0;5;121222111;221221111;Right;0	Stim	Practice	0	5	121222111	221221111	Right	0	2868358	0	1	39961	1	0	next	miss	0
	141	Picture	ITI	ITI								2908319	0	1	2997	1	0	next	other	0
	142	Picture	Study	Study								2911316	0	1	9990	1	0	next	other	0
	144	Picture	Stim;Practice;0;6;212121211;211121212;Right;0	Stim	Practice	0	6	212121211	211121212	Right	0	2951444	0	1	39961	1	0	next	miss	0
	145	Picture	ITI	ITI								2991405	0	1	2997	1	0	next	other	0
	146	Picture	Study	Study								2994402	0	1	9990	1	0	next	other	0
	148	Picture	Stim;Practice;0;1;111112221;111111222;Left;0	Stim	Practice	0	1	111112221	111111222	Left	0	3034529	0	1	39961	1	0	next	miss	0
	149	Picture	ITI	ITI								3074490	0	1	2997	1	0	next	other	0
	150	Picture	Study	Study								3077487	0	1	9990	1	0	next	other	0
	152	Picture	Stim;Practice;0;2;121121221;121221211;Left;0	Stim	Practice	0	2	121121221	121221211	Left	0	3117614	0	1	39961	1	0	next	miss	0
	153	Picture	ITI	ITI								3157575	0	1	2997	1	0	next	other	0
	154	Picture	Study	Study								3160572	0	1	9990	1	0	next	other	0
	156	Picture	Stim;Practice;0;3;211111122;111121122;Right;0	Stim	Practice	0	3	211111122	111121122	Right	0	3200700	0	1	39961	1	0	next	miss	0
	157	Picture	ITI	ITI								3240661	0	1	2997	1	0	next	other	0
	158	Picture	Study	Study								3243658	0	1	9990	1	0	next	other	0
	160	Picture	Stim;Practice;0;4;112211211;121211211;Right;0	Stim	Practice	0	4	112211211	121211211	Right	0	3283785	0	1	39961	1	0	next	miss	0
	161	Picture	ITI	ITI								3323746	0	1	2997	1	0	next	other	0
	162	Picture	Study	Study								3326743	0	1	9990	1	0	next	other	0
	164	Picture	Stim;Practice;0;5;211121212;211112212;Right;0	Stim	Practice	0	5	211121212	211112212	Right	0	3366870	0	1	39961	1	0	next	miss	0
	165	Picture	ITI	ITI								3406831	0	1	2997	1	0	next	other	0
	166	Picture	Study	Study								3409828	0	1	9990	1	0	next	other	0
	168	Picture	Stim;Practice;0;6;211112111;111122111;Right;0	Stim	Practice	0	6	211112111	111122111	Right	0	3449956	0	1	39961	1	0	next	miss	0
	169	Picture	ITI	ITI								3489917	0	1	2997	1	0	next	other	0
	170	Picture	Study	Study								3492914	0	1	9990	1	0	next	other	0
	172	Picture	Stim;Practice;0;1;111112211;211112111;Left;0	Stim	Practice	0	1	111112211	211112111	Left	0	3533041	0	1	39961	1	0	next	miss	0
	173	Picture	ITI	ITI								3573002	0	1	2997	1	0	next	other	0
	174	Picture	Study	Study								3575999	0	1	9990	1	0	next	other	0
	176	Picture	Stim;Practice;0;2;111211112;121111112;Left;0	Stim	Practice	0	2	111211112	121111112	Left	0	3616127	0	1	39961	1	0	next	miss	0
	177	Picture	ITI	ITI								3656087	0	1	2997	1	0	next	other	0
	178	Picture	Study	Study								3659084	0	1	9990	1	0	next	other	0
	180	Picture	Stim;Practice;0;3;211111121;211111211;Right;0	Stim	Practice	0	3	211111121	211111211	Right	0	3699212	0	1	39961	1	0	next	miss	0
	181	Picture	ITI	ITI								3739173	0	1	2997	1	0	next	other	0
	182	Picture	Study	Study								3742170	0	1	9990	1	0	next	other	0
	184	Picture	Stim;Practice;0;4;111112112;121112111;Right;0	Stim	Practice	0	4	111112112	121112111	Right	0	3782297	0	1	39961	1	0	next	miss	0
	185	Picture	ITI	ITI								3822258	0	1	2997	1	0	next	other	0
	186	Picture	Study	Study								3825255	0	1	9990	1	0	next	other	0
	188	Picture	Stim;Practice;0;5;121111122;111211122;Right;0	Stim	Practice	0	5	121111122	111211122	Right	0	3865383	0	1	39961	1	0	next	miss	0
	189	Picture	ITI	ITI								3905343	0	1	2997	1	0	next	other	0
	190	Picture	Study	Study								3908340	0	1	9990	1	0	next	other	0
	192	Picture	Stim;Practice;0;6;211112211;221112111;Right;0	Stim	Practice	0	6	211112211	221112111	Right	0	3948512	0	1	40027	1	0	next	miss	0
	193	Picture	ITI	ITI								3988539	0	1	3002	1	0	next	other	0
	194	Picture	Study	Study								3991541	0	1	10007	1	0	next	other	0
	196	Picture	Stim;Practice;0;1;221112112;221121112;Left;0	Stim	Practice	0	1	221112112	221121112	Left	0	4031733	0	1	40025	1	0	next	miss	0
	197	Picture	ITI	ITI								4071758	0	1	3002	1	0	next	other	0
	198	Picture	Study	Study								4074760	0	1	10005	1	0	next	other	0
	200	Picture	Stim;Practice;0;2;121221111;121121211;Left;0	Stim	Practice	0	2	121221111	121121211	Left	0	4114947	0	1	40020	1	0	next	miss	0
	201	Picture	ITI	ITI								4154968	0	1	3002	1	0	next	other	0
	202	Picture	Study	Study								4157969	0	1	10005	1	0	next	other	0
	204	Picture	Stim;Practice;0;3;122112112;112112122;Right;0	Stim	Practice	0	3	122112112	112112122	Right	0	4198156	0	1	40023	1	0	next	miss	0
	205	Picture	ITI	ITI								4238179	0	1	3003	1	0	next	other	0
	206	Picture	Study	Study								4241182	0	1	10009	1	0	next	other	0
	208	Picture	Stim;Practice;0;4;211121211;211111221;Right;0	Stim	Practice	0	4	211121211	211111221	Right	0	4281216	0	1	40022	1	0	next	miss	0
	209	Picture	ITI	ITI								4321239	0	1	3002	1	0	next	other	0
	210	Picture	Study	Study								4324240	0	1	10005	1	0	next	other	0
	212	Picture	Stim;Practice;0;5;121121212;121121221;Right;0	Stim	Practice	0	5	121121212	121121221	Right	0	4364428	0	1	40021	1	0	next	miss	0
	213	Picture	ITI	ITI								4404449	0	1	3002	1	0	next	other	0
	214	Picture	Study	Study								4407451	0	1	10005	1	0	next	other	0
	216	Picture	Stim;Practice;0;6;211111211;111211211;Right;0	Stim	Practice	0	6	211111211	111211211	Right	0	4447638	0	1	40021	1	0	next	miss	0
	217	Picture	ITI	ITI								4487659	0	1	3002	1	0	next	other	0
	218	Picture	Study	Study								4490661	0	1	10005	1	0	next	other	0
	220	Picture	Stim;Practice;0;1;121121111;121111211;Left;0	Stim	Practice	0	1	121121111	121111211	Left	0	4530849	0	1	40032	1	0	next	miss	0
	221	Picture	ITI	ITI								4570881	0	1	3002	1	0	next	other	0
	222	Picture	Study	Study								4573883	0	1	10005	1	0	next	other	0
	224	Picture	Stim;Practice;0;2;112111211;121111211;Left;0	Stim	Practice	0	2	112111211	121111211	Left	0	4614071	0	1	40021	1	0	next	miss	0
	225	Picture	ITI	ITI								4654092	0	1	3002	1	0	next	other	0
	226	Picture	Study	Study								4657094	0	1	10005	1	0	next	other	0
	228	Picture	Stim;Practice;0;3;111121121;112111121;Right;0	Stim	Practice	0	3	111121121	112111121	Right	0	4697282	0	1	40022	1	0	next	miss	0
	229	Picture	ITI	ITI								4737303	0	1	3002	1	0	next	other	0
	230	Picture	Study	Study								4740305	0	1	10005	1	0	next	other	0
	232	Picture	Stim;Practice;0;4;221111121;211111221;Right;0	Stim	Practice	0	4	221111121	211111221	Right	0	4780493	0	1	40023	1	0	next	miss	0
	233	Picture	ITI	ITI								4820516	0	1	3003	1	0	next	other	0
	234	Picture	Study	Study								4823518	0	1	10008	1	0	next	other	0
	235	Quit										4837913	4387	NA
