Block Name	Block Number	Trial Number	Study Grid	Distractor Grid	Correct Side	Delay	Response	Accuracy	RT
Main	1	1	1121111112111111111121121	2121111112111111111111121	Left	0		rm_miss	-19715
Main	1	2	2111211112121111111111111	2111211111121111111112111	Right	0		rm_miss	-27923.6
Main	1	1	1111111121111111111112111	1111111111111111121112111	Left	0		rm_miss	-50135.2
Main	1	2	1111111211112112111111112	1111111211112211111111112	Right	0	1	rm_incorrect	2728.6
Main	1	1	1111121112211112111111111	1112121111211112111111111	Left	0	2	rm_incorrect	217.7
Main	1	2	1211111112111111111111122	1211111111111111112111122	Right	0	1	rm_incorrect	2015.4
Main	1	1	1121111111111111211111111	1121111111111111111111121	Left	0		rm_miss	-110975.6
Main	1	2	1112111111111111211111111	1111111111111112211111111	Right	0		rm_miss	-119184.3
Main	1	1	1111111112221211111111111	1111111111221211112111111	Left	0		rm_miss	-141395.9
Main	1	2	1111211111211211111111211	1111111111211211112111211	Right	0		rm_miss	-149604.5

