Block Name	Block Number	Trial Number	Study Grid	Distractor Grid	Correct Side	Delay	Response	Accuracy	RT
Main	1	1	112111112	211111112	Right	0		rm_miss	-41160.6
Main	1	2	112121211	111221211	Right	0		rm_miss	-49469.1
Main	1	3	111121211	111211211	Right	0		rm_miss	-57777.6
Main	1	4	211211122	211212121	Left	0		rm_miss	-66086.2
Main	1	5	111211121	112211111	Left	0		rm_miss	-74394.7
Main	1	6	211122111	212112111	Left	0		rm_miss	-82703.2
Main	1	1	121121112	121111122	Right	0		rm_miss	-105014.7
Main	1	2	221111111	212111111	Right	0		rm_miss	-113323.2
Main	1	3	221122111	121122112	Right	0		rm_miss	-121631.8
Main	1	4	121121111	112121111	Left	0		rm_miss	-129940.3
Main	1	5	111211221	111211212	Left	0		rm_miss	-138248.9
Main	1	6	122211112	112212112	Left	0		rm_miss	-146557.4
Main	1	1	221112111	211212111	Right	0		rm_miss	-168868.9
Main	1	2	211121122	211221121	Right	0		rm_miss	-177177.4
Main	1	3	121111112	211111112	Right	0		rm_miss	-185485.9
Main	1	4	112112212	112111222	Left	0		rm_miss	-193794.5
Main	1	5	111221121	111221112	Left	0		rm_miss	-202103
Main	1	6	222112111	212112121	Left	0		rm_miss	-210411.6
Main	1	1	121111211	122111111	Right	0		rm_miss	-232723
Main	1	2	222111112	212111122	Right	0		rm_miss	-241031.6
Main	1	3	122111212	122111122	Right	0		rm_miss	-249340.1
Main	1	4	111212111	111112121	Left	0		rm_miss	-257648.6
Main	1	5	211121211	221111211	Left	0		rm_miss	-265957.2
Main	1	6	211221111	211211211	Left	0		rm_miss	-274265.7
Main	1	1	212121111	212112111	Right	0		rm_miss	-296577.2
Main	1	2	221111221	222111121	Right	0		rm_miss	-304885.7
Main	1	3	211121111	111122111	Right	0		rm_miss	-313194.3
Main	1	4	121212211	122212111	Left	0		rm_miss	-321502.8
Main	1	5	112211211	111221211	Left	0		rm_miss	-329811.3
Main	1	6	111211112	211111112	Left	0		rm_miss	-338119.9

