Scenario - Match to Sample
Logfile written - 06/28/2022 10:45:13

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	25	Picture	Stim;Main;1;6;122121112;222121111;Right;0	Stim	Main	1	6	122121112	222121111	Right	0	610573	0	1	40025	1	0	next	miss	0
	27	Picture	ITI	ITI								790689	0	1	3002	1	0	next	other	0
	28	Picture	Study	Study								793691	0	1	10006	1	0	next	other	0
	30	Picture	Stim;Main;1;1;211122112;112122112;Right;0	Stim	Main	1	1	211122112	112122112	Right	0	833727	0	1	40026	1	0	next	miss	0
	31	Picture	ITI	ITI								873753	0	1	3002	1	0	next	other	0
	32	Picture	Study	Study								876755	0	1	10009	1	0	next	other	0
	34	Picture	Stim;Main;1;2;211112211;221111211;Left;0	Stim	Main	1	2	211112211	221111211	Left	0	916794	0	1	40040	1	0	next	miss	0
	35	Picture	ITI	ITI								956835	0	1	3003	1	0	next	other	0
	36	Picture	Study	Study								959838	0	1	10007	1	0	next	other	0
	38	Picture	Stim;Main;1;3;121211111;111211211;Right;0	Stim	Main	1	3	121211111	111211211	Right	0	1000030	0	1	40036	1	0	next	miss	0
	39	Picture	ITI	ITI								1040066	0	1	3003	1	0	next	other	0
	40	Picture	Study	Study								1043069	0	1	10010	1	0	next	other	0
	42	Picture	Stim;Main;1;4;211121211;112121211;Left;0	Stim	Main	1	4	211121211	112121211	Left	0	1083108	0	1	40039	1	0	next	miss	0
	43	Picture	ITI	ITI								1123147	0	1	3003	1	0	next	other	0
	44	Picture	Study	Study								1126150	0	1	10010	1	0	next	other	0
	46	Picture	Stim;Main;1;5;121112212;221112112;Left;0	Stim	Main	1	5	121112212	221112112	Left	0	1166190	0	1	40031	1	0	next	miss	0
	47	Picture	ITI	ITI								1206221	0	1	3002	1	0	next	other	0
	48	Picture	Study	Study								1209223	0	1	10010	1	0	next	other	0
	50	Picture	Stim;Main;1;6;112111122;122111112;Right;0	Stim	Main	1	6	112111122	122111112	Right	0	1249259	0	1	40028	1	0	next	miss	0
	52	Picture	ITI	ITI								1429380	0	1	3002	1	0	next	other	0
	53	Picture	Study	Study								1432381	0	1	10009	1	0	next	other	0
	55	Picture	Stim;Main;1;1;211111211;111112211;Right;0	Stim	Main	1	1	211111211	111112211	Right	0	1472420	0	1	40040	1	0	next	miss	0
	56	Picture	ITI	ITI								1512460	0	1	3003	1	0	next	other	0
	57	Picture	Study	Study								1515463	0	1	10010	1	0	next	other	0
	59	Picture	Stim;Main;1;2;211121111;211112111;Left;0	Stim	Main	1	2	211121111	211112111	Left	0	1555503	0	1	40041	1	0	next	miss	0
	60	Picture	ITI	ITI								1595544	0	1	3003	1	0	next	other	0
	61	Picture	Study	Study								1598547	0	1	10009	1	0	next	other	0
	63	Picture	Stim;Main;1;3;211122111;211112211;Right;0	Stim	Main	1	3	211122111	211112211	Right	0	1638743	0	1	40040	1	0	next	miss	0
	64	Picture	ITI	ITI								1678783	0	1	3003	1	0	next	other	0
	65	Picture	Study	Study								1681786	0	1	10008	1	0	next	other	0
	67	Picture	Stim;Main;1;4;111211211;111111221;Left;0	Stim	Main	1	4	111211211	111111221	Left	0	1721982	0	1	40033	1	0	next	miss	0
	68	Picture	ITI	ITI								1762016	0	1	3003	1	0	next	other	0
	69	Picture	Study	Study								1765018	0	1	10007	1	0	next	other	0
	71	Picture	Stim;Main;1;5;122111112;222111111;Left;0	Stim	Main	1	5	122111112	222111111	Left	0	1805211	0	1	40025	1	0	next	miss	0
	72	Picture	ITI	ITI								1845235	0	1	3002	1	0	next	other	0
	73	Picture	Study	Study								1848237	0	1	10006	1	0	next	other	0
	75	Picture	Stim;Main;1;6;112211221;112112221;Right;0	Stim	Main	1	6	112211221	112112221	Right	0	1888273	0	1	40041	1	0	next	miss	0
	77	Picture	ITI	ITI								2068425	0	1	3002	1	0	next	other	0
	78	Picture	Study	Study								2071427	0	1	10008	1	0	next	other	0
	80	Picture	Stim;Main;1;1;112112111;212111111;Right;0	Stim	Main	1	1	112112111	212111111	Right	0	2111465	0	1	40029	1	0	next	miss	0
	81	Picture	ITI	ITI								2151494	0	1	3002	1	0	next	other	0
	82	Picture	Study	Study								2154496	0	1	10007	1	0	next	other	0
	84	Picture	Stim;Main;1;2;212112111;211212111;Left;0	Stim	Main	1	2	212112111	211212111	Left	0	2194689	0	1	40032	1	0	next	miss	0
	85	Picture	ITI	ITI								2234721	0	1	3003	1	0	next	other	0
	86	Picture	Study	Study								2237724	0	1	10010	1	0	next	other	0
	88	Picture	Stim;Main;1;3;212212111;212211211;Right;0	Stim	Main	1	3	212212111	212211211	Right	0	2277756	0	1	40029	1	0	next	miss	0
	89	Picture	ITI	ITI								2317786	0	1	3002	1	0	next	other	0
	90	Picture	Study	Study								2320788	0	1	10007	1	0	next	other	0
	92	Picture	Stim;Main;1;4;111122112;111112212;Left;0	Stim	Main	1	4	111122112	111112212	Left	0	2360985	0	1	40033	1	0	next	miss	0
	93	Picture	ITI	ITI								2401018	0	1	3003	1	0	next	other	0
	94	Picture	Study	Study								2404021	0	1	10009	1	0	next	other	0
	96	Picture	Stim;Main;1;5;112211121;112211112;Left;0	Stim	Main	1	5	112211121	112211112	Left	0	2444054	0	1	40030	1	0	next	miss	0
	97	Picture	ITI	ITI								2484084	0	1	3002	1	0	next	other	0
	98	Picture	Study	Study								2487086	0	1	10007	1	0	next	other	0
	100	Picture	Stim;Main;1;6;121122111;121112112;Right;0	Stim	Main	1	6	121122111	121112112	Right	0	2527281	0	1	40028	1	0	next	miss	0
	102	Picture	ITI	ITI								2707404	0	1	3002	1	0	next	other	0
	103	Picture	Study	Study								2710406	0	1	10007	1	0	next	other	0
	105	Picture	Stim;Main;1;1;112111211;121111211;Right;0	Stim	Main	1	1	112111211	121111211	Right	0	2750600	0	1	40028	1	0	next	miss	0
	106	Picture	ITI	ITI								2790628	0	1	3002	1	0	next	other	0
	107	Picture	Study	Study								2793630	0	1	10007	1	0	next	other	0
	109	Picture	Stim;Main;1;2;112121111;112211111;Left;0	Stim	Main	1	2	112121111	112211111	Left	0	2833825	0	1	40028	1	0	next	miss	0
	110	Picture	ITI	ITI								2873854	0	1	3002	1	0	next	other	0
	111	Picture	Study	Study								2876856	0	1	10007	1	0	next	other	0
	113	Picture	Stim;Main;1;3;111211121;121211111;Right;0	Stim	Main	1	3	111211121	121211111	Right	0	2916885	0	1	40042	1	0	next	miss	0
	114	Picture	ITI	ITI								2956927	0	1	3003	1	0	next	other	0
	115	Picture	Study	Study								2959930	0	1	10011	1	0	next	other	0
	117	Picture	Stim;Main;1;4;211121122;211121212;Left;0	Stim	Main	1	4	211121122	211121212	Left	0	2999966	0	1	40028	1	0	next	miss	0
	118	Picture	ITI	ITI								3039994	0	1	3002	1	0	next	other	0
	119	Picture	Study	Study								3042996	0	1	10007	1	0	next	other	0
	121	Picture	Stim;Main;1;5;111111222;111112221;Left;0	Stim	Main	1	5	111111222	111112221	Left	0	3083028	0	1	40028	1	0	next	miss	0
	122	Picture	ITI	ITI								3123056	0	1	3002	1	0	next	other	0
	123	Picture	Study	Study								3126058	0	1	10008	1	0	next	other	0
	125	Picture	Stim;Main;1;6;111221221;121221121;Right;0	Stim	Main	1	6	111221221	121221121	Right	0	3166255	0	1	40028	1	0	next	miss	0
	127	Quit										3391903	45513	NA
