Scenario - Match to Sample
Logfile written - 07/04/2022 14:09:15

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	108	Picture	Study	Study								2929799	0	1	9990	1	0	next	other	0
	110	Picture	Stim;Main;1;2;111121211;111211211;Left;0	Stim	Main	1	2	111121211	111211211	Left	0	2966929	0	1	39961	1	0	next	miss	0
	111	Picture	ITI	ITI								3006890	0	1	2997	1	0	next	other	0
	112	Picture	Study	Study								3009887	0	1	9990	1	0	next	other	0
	114	Picture	Stim;Main;1;3;121121111;112121111;Left;0	Stim	Main	1	3	121121111	112121111	Left	0	3047017	0	1	39961	1	0	next	miss	0
	115	Picture	ITI	ITI								3086978	0	1	2997	1	0	next	other	0
	116	Picture	Study	Study								3089975	0	1	9990	1	0	next	other	0
	118	Picture	Stim;Main;1;4;111211112;211111112;Right;0	Stim	Main	1	4	111211112	211111112	Right	0	3127106	0	1	39961	1	0	next	miss	0
	119	Picture	ITI	ITI								3167066	0	1	2997	1	0	next	other	0
	120	Picture	Study	Study								3170063	0	1	9990	1	0	next	other	0
	122	Picture	Stim;Main;1;5;221122111;121122112;Left;0	Stim	Main	1	5	221122111	121122112	Left	0	3207194	0	1	39961	1	0	next	miss	0
	123	Picture	ITI	ITI								3247155	0	1	2997	1	0	next	other	0
	124	Picture	Study	Study								3250152	0	1	9990	1	0	next	other	0
	126	Picture	Stim;Main;1;6;222111112;212111122;Right;0	Stim	Main	1	6	222111112	212111122	Right	0	3287282	0	1	39961	1	0	next	miss	0
	128	Quit										4204717	737278	NA
