Block Name	Block Number	Trial Number	Study Grid	Distractor Grid	Correct Side	Delay	Response	Accuracy	RT
Practice	0	1	121111211	121111112	Left	0		rm_miss	-4346.7
Practice	0	2	211112122	211212112	Left	0		rm_miss	-12655.2
Practice	0	3	121111121	121111112	Right	0		rm_miss	-20963.8
Practice	0	4	211122211	112122211	Right	0		rm_miss	-29272.3
Practice	0	5	121112212	121121212	Right	0		rm_miss	-37580.8
Practice	0	6	222111211	122112211	Right	0		rm_miss	-45889.4
Practice	0	1	121121111	121112111	Left	0		rm_miss	-54197.9
Practice	0	2	211111112	211211111	Left	0		rm_miss	-62506.4
Practice	0	3	111111222	211111221	Right	0		rm_miss	-70815
Practice	0	4	212112211	112112212	Right	0		rm_miss	-79123.5
Practice	0	5	211112211	111112212	Right	0		rm_miss	-87432
Practice	0	6	222211111	221211112	Right	0		rm_miss	-95740.6
Practice	0	1	211221111	211121112	Left	0		rm_miss	-104049.1
Practice	0	2	211122112	111122212	Left	0		rm_miss	-112357.6
Practice	0	3	111112112	111121112	Right	0		rm_miss	-120666.2
Practice	0	4	111111122	112111121	Right	0		rm_miss	-128974.7
Practice	0	5	111121211	121111211	Right	0		rm_miss	-137283.2
Practice	0	6	111112121	111212111	Right	0		rm_miss	-145591.8
Practice	0	1	211111211	111211211	Left	0		rm_miss	-153900.3
Practice	0	2	212221111	112221112	Left	0		rm_miss	-162208.8
Practice	0	3	122121111	122111121	Right	0		rm_miss	-170517.4
Practice	0	4	221211111	121212111	Right	0		rm_miss	-178825.9
Practice	0	5	221121211	221121112	Right	0		rm_miss	-187134.4
Practice	0	6	121111112	211111112	Right	0		rm_miss	-195443
Practice	0	1	111221122	211211122	Left	0		rm_miss	-203751.5
Practice	0	2	221111211	221111121	Left	0		rm_miss	-212060
Practice	0	3	211211122	212211121	Right	0		rm_miss	-220368.6
Practice	0	4	111122111	111112211	Right	0		rm_miss	-228677.1
Practice	0	5	121212111	221112111	Right	0		rm_miss	-236985.6
Practice	0	6	211121111	111121121	Right	0		rm_miss	-245294.2
Practice	0	1	111121211	111121112	Left	0		rm_miss	-253602.7
Practice	0	2	211112111	121112111	Left	0		rm_miss	-261911.2
Practice	0	3	221111111	212111111	Right	0		rm_miss	-270219.8
Practice	0	4	121121111	211121111	Right	0		rm_miss	-278528.3
Practice	0	5	121222111	221221111	Right	0		rm_miss	-286836.8
Practice	0	6	212121211	211121212	Right	0		rm_miss	-295145.4
Practice	0	1	111112221	111111222	Left	0		rm_miss	-303453.9
Practice	0	2	121121221	121221211	Left	0		rm_miss	-311762.4
Practice	0	3	211111122	111121122	Right	0		rm_miss	-320071
Practice	0	4	112211211	121211211	Right	0		rm_miss	-328379.5
Practice	0	5	211121212	211112212	Right	0		rm_miss	-336688
Practice	0	6	211112111	111122111	Right	0		rm_miss	-344996.6
Practice	0	1	111112211	211112111	Left	0		rm_miss	-353305.1
Practice	0	2	111211112	121111112	Left	0		rm_miss	-361613.7
Practice	0	3	211111121	211111211	Right	0		rm_miss	-369922.2
Practice	0	4	111112112	121112111	Right	0		rm_miss	-378230.7
Practice	0	5	121111122	111211122	Right	0		rm_miss	-386539.3
Practice	0	6	211112211	221112111	Right	0		rm_miss	-394852.2
Practice	0	1	221112112	221121112	Left	0		rm_miss	-403174.3
Practice	0	2	121221111	121121211	Left	0		rm_miss	-411495.7
Practice	0	3	122112112	112112122	Right	0		rm_miss	-419816.6
Practice	0	4	211121211	211111221	Right	0		rm_miss	-428122.6
Practice	0	5	121121212	121121221	Right	0		rm_miss	-436443.8
Practice	0	6	211111211	111211211	Right	0		rm_miss	-444764.8
Practice	0	1	121121111	121111211	Left	0		rm_miss	-453085.9
Practice	0	2	112111211	121111211	Left	0		rm_miss	-461408.1
Practice	0	3	111121121	112111121	Right	0		rm_miss	-469729.2
Practice	0	4	221111121	211111221	Right	0		rm_miss	-478050.3

