Block Name	Block Number	Trial Number	Study Grid	Distractor Grid	Correct Side	Delay	Response	Accuracy	RT
Practice	0	1	1111112111111111112111212	2111112111111111112111112	Right	0	2	rm_hit	1799.5
Practice	0	2	1211111111111212121111111	1211111111111212112111111	Right	0		rm_miss	-12455.4
Practice	0	3	1111111121121111111111111	1111111111121111111111121	Left	0		rm_miss	-20664.1
Practice	0	4	1121111111111111112111111	1121112111111111111111111	Left	0		rm_miss	-28872.7
Practice	0	5	1211211111111111111211121	1211211111111111121211111	Right	0		rm_miss	-37081.3
Practice	0	6	1111111111111112111111211	1111111111111111111121211	Left	0		rm_miss	-45290
Practice	0	1	1111112111111111211121112	1111112111111111211111122	Right	0		rm_miss	-53498.6
Practice	0	2	1111111111111121121111121	1111111111111211121111121	Right	0		rm_miss	-61707.2
Practice	0	3	1111111111111111211111222	2111111111111111111111222	Left	0		rm_miss	-69915.9
Practice	0	4	1112111111111211111111111	2111111111111211111111111	Left	0		rm_miss	-78124.5
Practice	0	5	1211111111211111111111122	1211111111111112111111122	Right	0		rm_miss	-86333.1
Practice	0	6	1111111111111112121211111	1111111111111112112211111	Left	0		rm_miss	-94541.8

