Scenario - Match to Sample
Logfile written - 07/04/2022 13:42:36

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	31	Picture	Stim;Main;1;1;121121112;121111122;Right;0	Stim	Main	1	1	121121112	121111122	Right	0	1050137	0	1	39961	1	0	next	miss	0
	32	Picture	ITI	ITI								1090098	0	1	2997	1	0	next	other	0
	33	Picture	Study	Study								1093095	0	1	9990	1	0	next	other	0
	35	Picture	Stim;Main;1;2;221111111;212111111;Right;0	Stim	Main	1	2	221111111	212111111	Right	0	1133222	0	1	39961	1	0	next	miss	0
	36	Picture	ITI	ITI								1173183	0	1	2997	1	0	next	other	0
	37	Picture	Study	Study								1176180	0	1	9990	1	0	next	other	0
	39	Picture	Stim;Main;1;3;221122111;121122112;Right;0	Stim	Main	1	3	221122111	121122112	Right	0	1216308	0	1	39961	1	0	next	miss	0
	40	Picture	ITI	ITI								1256269	0	1	2997	1	0	next	other	0
	41	Picture	Study	Study								1259266	0	1	9990	1	0	next	other	0
	43	Picture	Stim;Main;1;4;121121111;112121111;Left;0	Stim	Main	1	4	121121111	112121111	Left	0	1299393	0	1	39961	1	0	next	miss	0
	44	Picture	ITI	ITI								1339354	0	1	2997	1	0	next	other	0
	45	Picture	Study	Study								1342351	0	1	9990	1	0	next	other	0
	47	Picture	Stim;Main;1;5;111211221;111211212;Left;0	Stim	Main	1	5	111211221	111211212	Left	0	1382479	0	1	39961	1	0	next	miss	0
	48	Picture	ITI	ITI								1422439	0	1	2997	1	0	next	other	0
	49	Picture	Study	Study								1425436	0	1	9990	1	0	next	other	0
	51	Picture	Stim;Main;1;6;122211112;112212112;Left;0	Stim	Main	1	6	122211112	112212112	Left	0	1465564	0	1	39961	1	0	next	miss	0
	53	Picture	ITI	ITI								1645554	0	1	2997	1	0	next	other	0
	54	Picture	Study	Study								1648551	0	1	9990	1	0	next	other	0
	56	Picture	Stim;Main;1;1;221112111;211212111;Right;0	Stim	Main	1	1	221112111	211212111	Right	0	1688679	0	1	39961	1	0	next	miss	0
	57	Picture	ITI	ITI								1728640	0	1	2997	1	0	next	other	0
	58	Picture	Study	Study								1731637	0	1	9990	1	0	next	other	0
	60	Picture	Stim;Main;1;2;211121122;211221121;Right;0	Stim	Main	1	2	211121122	211221121	Right	0	1771764	0	1	39961	1	0	next	miss	0
	61	Picture	ITI	ITI								1811725	0	1	2997	1	0	next	other	0
	62	Picture	Study	Study								1814722	0	1	9990	1	0	next	other	0
	64	Picture	Stim;Main;1;3;121111112;211111112;Right;0	Stim	Main	1	3	121111112	211111112	Right	0	1854849	0	1	39961	1	0	next	miss	0
	65	Picture	ITI	ITI								1894810	0	1	2997	1	0	next	other	0
	66	Picture	Study	Study								1897807	0	1	9990	1	0	next	other	0
	68	Picture	Stim;Main;1;4;112112212;112111222;Left;0	Stim	Main	1	4	112112212	112111222	Left	0	1937935	0	1	39961	1	0	next	miss	0
	69	Picture	ITI	ITI								1977896	0	1	2997	1	0	next	other	0
	70	Picture	Study	Study								1980893	0	1	9990	1	0	next	other	0
	72	Picture	Stim;Main;1;5;111221121;111221112;Left;0	Stim	Main	1	5	111221121	111221112	Left	0	2021020	0	1	39961	1	0	next	miss	0
	73	Picture	ITI	ITI								2060981	0	1	2997	1	0	next	other	0
	74	Picture	Study	Study								2063978	0	1	9990	1	0	next	other	0
	76	Picture	Stim;Main;1;6;222112111;212112121;Left;0	Stim	Main	1	6	222112111	212112121	Left	0	2104106	0	1	39961	1	0	next	miss	0
	78	Picture	ITI	ITI								2284096	0	1	2997	1	0	next	other	0
	79	Picture	Study	Study								2287093	0	1	9990	1	0	next	other	0
	81	Picture	Stim;Main;1;1;121111211;122111111;Right;0	Stim	Main	1	1	121111211	122111111	Right	0	2327220	0	1	39961	1	0	next	miss	0
	82	Picture	ITI	ITI								2367181	0	1	2997	1	0	next	other	0
	83	Picture	Study	Study								2370178	0	1	9990	1	0	next	other	0
	85	Picture	Stim;Main;1;2;222111112;212111122;Right;0	Stim	Main	1	2	222111112	212111122	Right	0	2410306	0	1	39961	1	0	next	miss	0
	86	Picture	ITI	ITI								2450267	0	1	2997	1	0	next	other	0
	87	Picture	Study	Study								2453264	0	1	9990	1	0	next	other	0
	89	Picture	Stim;Main;1;3;122111212;122111122;Right;0	Stim	Main	1	3	122111212	122111122	Right	0	2493391	0	1	39961	1	0	next	miss	0
	90	Picture	ITI	ITI								2533352	0	1	2997	1	0	next	other	0
	91	Picture	Study	Study								2536349	0	1	9990	1	0	next	other	0
	93	Picture	Stim;Main;1;4;111212111;111112121;Left;0	Stim	Main	1	4	111212111	111112121	Left	0	2576476	0	1	39961	1	0	next	miss	0
	94	Picture	ITI	ITI								2616437	0	1	2997	1	0	next	other	0
	95	Picture	Study	Study								2619434	0	1	9990	1	0	next	other	0
	97	Picture	Stim;Main;1;5;211121211;221111211;Left;0	Stim	Main	1	5	211121211	221111211	Left	0	2659562	0	1	39961	1	0	next	miss	0
	98	Picture	ITI	ITI								2699523	0	1	2997	1	0	next	other	0
	99	Picture	Study	Study								2702520	0	1	9990	1	0	next	other	0
	101	Picture	Stim;Main;1;6;211221111;211211211;Left;0	Stim	Main	1	6	211221111	211211211	Left	0	2742647	0	1	39961	1	0	next	miss	0
	103	Picture	ITI	ITI								2922637	0	1	2997	1	0	next	other	0
	104	Picture	Study	Study								2925635	0	1	9990	1	0	next	other	0
	106	Picture	Stim;Main;1;1;212121111;212112111;Right;0	Stim	Main	1	1	212121111	212112111	Right	0	2965762	0	1	39961	1	0	next	miss	0
	107	Picture	ITI	ITI								3005723	0	1	2997	1	0	next	other	0
	108	Picture	Study	Study								3008720	0	1	9990	1	0	next	other	0
	110	Picture	Stim;Main;1;2;221111221;222111121;Right;0	Stim	Main	1	2	221111221	222111121	Right	0	3048847	0	1	39961	1	0	next	miss	0
	111	Picture	ITI	ITI								3088808	0	1	2997	1	0	next	other	0
	112	Picture	Study	Study								3091805	0	1	9990	1	0	next	other	0
	114	Picture	Stim;Main;1;3;211121111;111122111;Right;0	Stim	Main	1	3	211121111	111122111	Right	0	3131933	0	1	39961	1	0	next	miss	0
	115	Picture	ITI	ITI								3171894	0	1	2997	1	0	next	other	0
	116	Picture	Study	Study								3174891	0	1	9990	1	0	next	other	0
	118	Picture	Stim;Main;1;4;121212211;122212111;Left;0	Stim	Main	1	4	121212211	122212111	Left	0	3215018	0	1	39961	1	0	next	miss	0
	119	Picture	ITI	ITI								3254979	0	1	2997	1	0	next	other	0
	120	Picture	Study	Study								3257976	0	1	9990	1	0	next	other	0
	122	Picture	Stim;Main;1;5;112211211;111221211;Left;0	Stim	Main	1	5	112211211	111221211	Left	0	3298103	0	1	39961	1	0	next	miss	0
	123	Picture	ITI	ITI								3338064	0	1	2997	1	0	next	other	0
	124	Picture	Study	Study								3341061	0	1	9990	1	0	next	other	0
	126	Picture	Stim;Main;1;6;111211112;211111112;Left;0	Stim	Main	1	6	111211112	211111112	Left	0	3381189	0	1	39961	1	0	next	miss	0
	128	Quit										3581251	19905	NA
