Scenario - Match to Sample
Logfile written - 06/23/2022 09:11:12

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	40	Picture	Stim;Practice;0;1;1111111112111111111111112;1111112112111111111111111;Left;0	Stim	Practice	0	1	1111111112111111111111112	1111112112111111111111111	Left	0	781235	0	1	39961	1	0	next	miss	0
	41	Picture	ITI	ITI								821196	0	1	1998	1	0	next	other	0
	42	Picture	Study	Study								823194	0	1	9990	1	0	next	other	0
	44	Picture	Stim;Practice;0;1;1111112111211111111211121;1111112111211111111221111;Left;0	Stim	Practice	0	1	1111112111211111111211121	1111112111211111111221111	Left	0	863321	0	1	39961	1	0	next	miss	0
	45	Picture	ITI	ITI								903282	0	1	1998	1	0	next	other	0
	46	Picture	Study	Study								905280	0	1	9990	1	0	next	other	0
	48	Picture	Stim;Practice;0;1;1111111111111111211112112;1111211111111111211112111;Left;0	Stim	Practice	0	1	1111111111111111211112112	1111211111111111211112111	Left	0	945408	0	1	39961	1	0	next	miss	0
	49	Picture	ITI	ITI								985368	0	1	1998	1	0	next	other	0
	50	Picture	Study	Study								987367	0	1	9990	1	0	next	other	0
	52	Picture	Stim;Practice;0;1;1112111211111111111111111;1111111211112111111111111;Left;0	Stim	Practice	0	1	1112111211111111111111111	1111111211112111111111111	Left	0	1027494	0	1	39961	1	0	next	miss	0
	53	Picture	ITI	ITI								1067455	0	1	1998	1	0	next	other	0
	54	Picture	Study	Study								1069453	0	1	9990	1	0	next	other	0
	56	Picture	Stim;Practice;0;1;1111211111121111111111111;1111111111121211111111111;Left;0	Stim	Practice	0	1	1111211111121111111111111	1111111111121211111111111	Left	0	1109580	0	1	39961	1	0	next	miss	0
	57	Picture	ITI	ITI								1149541	0	1	1998	1	0	next	other	0
	58	Picture	Study	Study								1151539	0	1	9990	1	0	next	other	0
	60	Picture	Stim;Practice;0;1;1111112121111111112112111;1111112111111111212112111;Left;0	Stim	Practice	0	1	1111112121111111112112111	1111112111111111212112111	Left	0	1191667	0	1	39961	1	0	next	miss	0
	61	Picture	ITI	ITI								1231627	0	1	1998	1	0	next	other	0
	62	Picture	Study	Study								1233625	0	1	9990	1	0	next	other	0
	64	Picture	Stim;Practice;0;1;1111121111111121111111211;1112111111111121111111211;Left;0	Stim	Practice	0	1	1111121111111121111111211	1112111111111121111111211	Left	0	1273753	0	1	39961	1	0	next	miss	0
	65	Picture	ITI	ITI								1313714	0	1	1998	1	0	next	other	0
	66	Picture	Study	Study								1315712	0	1	9990	1	0	next	other	0
	68	Picture	Stim;Practice;0;1;1112121211121111111111111;1111121211221111111111111;Left;0	Stim	Practice	0	1	1112121211121111111111111	1111121211221111111111111	Left	0	1355839	0	1	39961	1	0	next	miss	0
	69	Picture	ITI	ITI								1395800	0	1	1998	1	0	next	other	0
	70	Picture	Study	Study								1397798	0	1	9990	1	0	next	other	0
	72	Picture	Stim;Practice;0;1;1111111111112111111111211;1112111111112111111111111;Left;0	Stim	Practice	0	1	1111111111112111111111211	1112111111112111111111111	Left	0	1437925	0	1	39961	1	0	next	miss	0
	73	Picture	ITI	ITI								1477886	0	1	1998	1	0	next	other	0
	74	Picture	Study	Study								1479884	0	1	9990	1	0	next	other	0
	76	Picture	Stim;Practice;0;1;1111211211111111212111111;1111211111111111212111112;Left;0	Stim	Practice	0	1	1111211211111111212111111	1111211111111111212111112	Left	0	1520012	0	1	39961	1	0	next	miss	0
	77	Picture	ITI	ITI								1559973	0	1	1998	1	0	next	other	0
	78	Picture	Study	Study								1561971	0	1	9990	1	0	next	other	0
	80	Picture	Stim;Practice;0;1;1111111112121111111111121;1111111111121111112111121;Left;0	Stim	Practice	0	1	1111111112121111111111121	1111111111121111112111121	Left	0	1602098	0	1	39961	1	0	next	miss	0
	81	Picture	ITI	ITI								1642059	0	1	1998	1	0	next	other	0
	82	Picture	Study	Study								1644057	0	1	9990	1	0	next	other	0
	84	Picture	Stim;Practice;0;1;1111211111111111211111111;1111211211111111111111111;Left;0	Stim	Practice	0	1	1111211111111111211111111	1111211211111111111111111	Left	0	1684184	0	1	39961	1	0	next	miss	0
	85	Picture	ITI	ITI								1724145	0	1	1998	1	0	next	other	0
	86	Picture	Study	Study								1726143	0	1	9990	1	0	next	other	0
	88	Picture	Stim;Practice;0;1;2111121111112111111121111;2211121111111111111121111;Left;0	Stim	Practice	0	1	2111121111112111111121111	2211121111111111111121111	Left	0	1766271	0	1	39961	1	0	next	miss	0
	89	Picture	ITI	ITI								1806232	0	1	1998	1	0	next	other	0
	90	Picture	Study	Study								1808230	0	1	9990	1	0	next	other	0
	92	Picture	Stim;Practice;0;1;1111111211111111212111111;1111111211111111211111121;Left;0	Stim	Practice	0	1	1111111211111111212111111	1111111211111111211111121	Left	0	1848357	0	1	39961	1	0	next	miss	0
	93	Picture	ITI	ITI								1888318	0	1	1998	1	0	next	other	0
	94	Picture	Study	Study								1890316	0	1	9990	1	0	next	other	0
	96	Picture	Stim;Practice;0;1;1111122111111111111211111;1111122211111111111111111;Left;0	Stim	Practice	0	1	1111122111111111111211111	1111122211111111111111111	Left	0	1930443	0	1	39961	1	0	next	miss	0
	97	Picture	ITI	ITI								1970404	0	1	1998	1	0	next	other	0
	98	Picture	Study	Study								1972402	0	1	9990	1	0	next	other	0
	100	Picture	Stim;Practice;0;1;1111111121121221111111111;1111121121111221111111111;Left;0	Stim	Practice	0	1	1111111121121221111111111	1111121121111221111111111	Left	0	2012530	0	1	39961	1	0	next	miss	0
	101	Picture	ITI	ITI								2052491	0	1	1998	1	0	next	other	0
	102	Picture	Study	Study								2054489	0	1	9990	1	0	next	other	0
	104	Picture	Stim;Practice;0;1;1211111111111111211111111;1111111111211111211111111;Left;0	Stim	Practice	0	1	1211111111111111211111111	1111111111211111211111111	Left	0	2094616	0	1	39961	1	0	next	miss	0
	105	Picture	ITI	ITI								2134577	0	1	1998	1	0	next	other	0
	106	Picture	Study	Study								2136575	0	1	9990	1	0	next	other	0
	108	Picture	Stim;Practice;0;1;1111112111111112111111111;1112112111111111111111111;Left;0	Stim	Practice	0	1	1111112111111112111111111	1112112111111111111111111	Left	0	2176702	0	1	39961	1	0	next	miss	0
	109	Picture	ITI	ITI								2216663	0	1	1998	1	0	next	other	0
	110	Picture	Study	Study								2218661	0	1	9990	1	0	next	other	0
	112	Picture	Stim;Practice;0;1;2111111111111111111112111;2111111111111111112111111;Left;0	Stim	Practice	0	1	2111111111111111111112111	2111111111111111112111111	Left	0	2258789	0	1	39961	1	0	next	miss	0
	113	Picture	ITI	ITI								2298750	0	1	1998	1	0	next	other	0
	114	Picture	Study	Study								2300748	0	1	9990	1	0	next	other	0
	116	Picture	Stim;Practice;0;1;1111112112212111111111111;1111112111212111211111111;Left;0	Stim	Practice	0	1	1111112112212111111111111	1111112111212111211111111	Left	0	2340875	0	1	39961	1	0	next	miss	0
	117	Picture	ITI	ITI								2380836	0	1	1998	1	0	next	other	0
	118	Picture	Study	Study								2382834	0	1	9990	1	0	next	other	0
	120	Picture	Stim;Practice;0;1;1111111111211112111111112;1112111111111112111111112;Left;0	Stim	Practice	0	1	1111111111211112111111112	1112111111111112111111112	Left	0	2422961	0	1	39961	1	0	next	miss	0
	121	Picture	ITI	ITI								2462922	0	1	1998	1	0	next	other	0
	122	Picture	Study	Study								2464920	0	1	9990	1	0	next	other	0
	124	Picture	Stim;Practice;0;1;1111111111211111111211111;1111111111111111111211112;Left;0	Stim	Practice	0	1	1111111111211111111211111	1111111111111111111211112	Left	0	2505048	0	1	39961	1	0	next	miss	0
	125	Picture	ITI	ITI								2545008	0	1	1998	1	0	next	other	0
	126	Picture	Study	Study								2547007	0	1	9990	1	0	next	other	0
	128	Picture	Stim;Practice;0;1;1111111111111221111211111;1111111111111211111212111;Left;0	Stim	Practice	0	1	1111111111111221111211111	1111111111111211111212111	Left	0	2587134	0	1	39961	1	0	next	miss	0
	129	Picture	ITI	ITI								2627095	0	1	1998	1	0	next	other	0
	130	Picture	Study	Study								2629093	0	1	9990	1	0	next	other	0
	132	Picture	Stim;Practice;0;1;1111211111111111112111121;1111211112111111112111111;Left;0	Stim	Practice	0	1	1111211111111111112111121	1111211112111111112111111	Left	0	2669220	0	1	39961	1	0	next	miss	0
	133	Picture	ITI	ITI								2709181	0	1	1998	1	0	next	other	0
	134	Picture	Study	Study								2711179	0	1	9990	1	0	next	other	0
	136	Picture	Stim;Practice;0;1;1121111111212121111111111;1121111111211221111111111;Left;0	Stim	Practice	0	1	1121111111212121111111111	1121111111211221111111111	Left	0	2751307	0	1	39961	1	0	next	miss	0
	137	Picture	ITI	ITI								2791267	0	1	1998	1	0	next	other	0
	138	Picture	Study	Study								2793266	0	1	9990	1	0	next	other	0
	140	Picture	Stim;Practice;0;1;1211111211121111111111111;1111111211221111111111111;Left;0	Stim	Practice	0	1	1211111211121111111111111	1111111211221111111111111	Left	0	2833393	0	1	39961	1	0	next	miss	0
	141	Picture	ITI	ITI								2873354	0	1	1998	1	0	next	other	0
	142	Picture	Study	Study								2875352	0	1	9990	1	0	next	other	0
	144	Picture	Stim;Practice;0;1;1111112112211111111121111;1111212111211111111121111;Left;0	Stim	Practice	0	1	1111112112211111111121111	1111212111211111111121111	Left	0	2915479	0	1	39961	1	0	next	miss	0
	145	Picture	ITI	ITI								2955440	0	1	1998	1	0	next	other	0
	146	Picture	Study	Study								2957438	0	1	9990	1	0	next	other	0
	148	Picture	Stim;Practice;0;1;1111111111111121111112111;1121111111111111111112111;Left;0	Stim	Practice	0	1	1111111111111121111112111	1121111111111111111112111	Left	0	2997566	0	1	39961	1	0	next	miss	0
	149	Picture	ITI	ITI								3037526	0	1	1998	1	0	next	other	0
	150	Picture	Study	Study								3039524	0	1	9990	1	0	next	other	0
	152	Picture	Stim;Practice;0;1;1111111111111111112112111;1111121111111111112111111;Left;0	Stim	Practice	0	1	1111111111111111112112111	1111121111111111112111111	Left	0	3079652	0	1	39961	1	0	next	miss	0
	153	Picture	ITI	ITI								3119613	0	1	1998	1	0	next	other	0
	154	Picture	Study	Study								3121611	0	1	9990	1	0	next	other	0
	156	Picture	Stim;Practice;0;1;1211111111121211111121111;1111111121121211111121111;Left;0	Stim	Practice	0	1	1211111111121211111121111	1111111121121211111121111	Left	0	3161738	0	1	39961	1	0	next	miss	0
	157	Picture	ITI	ITI								3201699	0	1	1996	3	0	next	other	0
	158	Picture	Study	Study								3203695	0	3	9992	3	0	next	other	0
	160	Picture	Stim;Practice;0;1;1111211111111111111211111;1112111111111111111211111;Left;0	Stim	Practice	0	1	1111211111111111111211111	1112111111111111111211111	Left	0	3243824	0	1	39961	1	0	next	miss	0
	161	Picture	ITI	ITI								3283785	0	1	1998	1	0	next	other	0
	162	Picture	Study	Study								3285783	0	1	9990	1	0	next	other	0
	164	Picture	Stim;Practice;0;1;1111111111111111211112111;1111111111111112111112111;Left;0	Stim	Practice	0	1	1111111111111111211112111	1111111111111112111112111	Left	0	3325911	0	1	39961	1	0	next	miss	0
	165	Picture	ITI	ITI								3365872	0	1	1998	1	0	next	other	0
	166	Picture	Study	Study								3367870	0	1	9990	1	0	next	other	0
	168	Picture	Stim;Practice;0;1;1111111112111111111111121;1111121111111111111111121;Left;0	Stim	Practice	0	1	1111111112111111111111121	1111121111111111111111121	Left	0	3407997	0	1	39961	1	0	next	miss	0
	169	Picture	ITI	ITI								3447958	0	1	1998	1	0	next	other	0
	170	Picture	Study	Study								3449956	0	1	9990	1	0	next	other	0
	172	Picture	Stim;Practice;0;1;1111111111111111211121111;1211111111111111211111111;Left;0	Stim	Practice	0	1	1111111111111111211121111	1211111111111111211111111	Left	0	3490083	0	1	39961	1	0	next	miss	0
	173	Picture	ITI	ITI								3530044	0	1	3164	1	0	next	other	0
	174	Picture	Study	Study								3533208	0	1	9990	1	0	next	other	0
	176	Picture	Stim;Practice;0;1;1111111211111111111211111;1111111211111211111111111;Left;0	Stim	Practice	0	1	1111111211111111111211111	1111111211111211111111111	Left	0	3573335	0	1	39961	1	0	next	miss	0
	177	Picture	ITI	ITI								3613296	0	1	1998	1	0	next	other	0
	178	Picture	Study	Study								3615294	0	1	9990	1	0	next	other	0
	180	Picture	Stim;Practice;0;1;1111111112111111111111112;1121111112111111111111111;Left;0	Stim	Practice	0	1	1111111112111111111111112	1121111112111111111111111	Left	0	3655422	0	1	39961	1	0	next	miss	0
	181	Picture	ITI	ITI								3695383	0	1	1998	1	0	next	other	0
	182	Picture	Study	Study								3697381	0	1	9990	1	0	next	other	0
	184	Picture	Stim;Practice;0;1;1111121112111111211111111;1111111112111111211111121;Left;0	Stim	Practice	0	1	1111121112111111211111111	1111111112111111211111121	Left	0	3737508	0	1	39961	1	0	next	miss	0
	185	Picture	ITI	ITI								3777469	0	1	1998	1	0	next	other	0
	186	Picture	Study	Study								3779467	0	1	9990	1	0	next	other	0
	187	Quit										3809996	20539	NA
