Scenario - Match to Sample
Logfile written - 06/29/2022 16:01:31

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	36	Picture	ITI	ITI								1143047	0	1	2997	1	0	next	other	0
	37	Picture	Study	Study								1146044	0	1	9990	1	0	next	other	0
	39	Picture	Stim;Main;1;3;112212211;212112211;Left;0	Stim	Main	1	3	112212211	212112211	Left	0	1186171	0	1	39961	1	0	next	miss	0
	40	Picture	ITI	ITI								1226132	0	1	2997	1	0	next	other	0
	41	Picture	Study	Study								1229129	0	1	9990	1	0	next	other	0
	43	Picture	Stim;Main;1;4;111121222;121121212;Right;0	Stim	Main	1	4	111121222	121121212	Right	0	1269288	0	1	40034	1	0	next	miss	0
	44	Picture	ITI	ITI								1309323	0	1	3003	1	0	next	other	0
	45	Picture	Study	Study								1312325	0	1	10006	1	0	next	other	0
	47	Picture	Stim;Main;1;5;121111112;112111112;Right;0	Stim	Main	1	5	121111112	112111112	Right	0	1352512	0	1	40018	1	0	next	miss	0
	48	Picture	ITI	ITI								1392529	0	1	3001	1	0	next	other	0
	49	Picture	Study	Study								1395531	0	1	10005	1	0	next	other	0
	51	Picture	Stim;Main;1;6;121122111;121121112;Right;0	Stim	Main	1	6	121122111	121121112	Right	0	1435718	0	1	40019	1	0	next	miss	0
	53	Picture	ITI	ITI								1615818	0	1	3001	1	0	next	other	0
	54	Picture	Study	Study								1618819	0	1	10005	1	0	next	other	0
	56	Picture	Stim;Main;1;1;212212111;211222111;Left;0	Stim	Main	1	1	212212111	211222111	Left	0	1659004	0	1	40018	1	0	next	miss	0
	57	Picture	ITI	ITI								1699022	0	1	3001	1	0	next	other	0
	58	Picture	Study	Study								1702024	0	1	10005	1	0	next	other	0
	60	Picture	Stim;Main;1;2;211122112;221121112;Left;0	Stim	Main	1	2	211122112	221121112	Left	0	1742209	0	1	40018	1	0	next	miss	0
	61	Picture	ITI	ITI								1782227	0	1	3001	1	0	next	other	0
	62	Picture	Study	Study								1785229	0	1	10005	1	0	next	other	0
	64	Picture	Stim;Main;1;3;111211211;112211111;Left;0	Stim	Main	1	3	111211211	112211111	Left	0	1825414	0	1	40018	1	0	next	miss	0
	65	Picture	ITI	ITI								1865432	0	1	3001	1	0	next	other	0
	66	Picture	Study	Study								1868433	0	1	10005	1	0	next	other	0
	68	Picture	Stim;Main;1;4;112111122;122111112;Right;0	Stim	Main	1	4	112111122	122111112	Right	0	1908620	0	1	40019	1	0	next	miss	0
	69	Picture	ITI	ITI								1948638	0	1	3001	1	0	next	other	0
	70	Picture	Study	Study								1951640	0	1	10005	1	0	next	other	0
	72	Picture	Stim;Main;1;5;211112211;111212211;Right;0	Stim	Main	1	5	211112211	111212211	Right	0	1991827	0	1	40032	1	0	next	miss	0
	73	Picture	ITI	ITI								2031859	0	1	3002	1	0	next	other	0
	74	Picture	Study	Study								2034861	0	1	10005	1	0	next	other	0
	76	Picture	Stim;Main;1;6;211121211;121121211;Right;0	Stim	Main	1	6	211121211	121121211	Right	0	2075047	0	1	40020	1	0	next	miss	0
	78	Picture	ITI	ITI								2255153	0	1	3001	1	0	next	other	0
	79	Picture	Study	Study								2258155	0	1	10005	1	0	next	other	0
	81	Picture	Stim;Main;1;1;221121112;211121122;Left;0	Stim	Main	1	1	221121112	211121122	Left	0	2298341	0	1	40019	1	0	next	miss	0
	82	Picture	ITI	ITI								2338360	0	1	3001	1	0	next	other	0
	83	Picture	Study	Study								2341362	0	1	10005	1	0	next	other	0
	85	Picture	Stim;Main;1;2;112211121;122211111;Left;0	Stim	Main	1	2	112211121	122211111	Left	0	2381548	0	1	40019	1	0	next	miss	0
	86	Picture	ITI	ITI								2421567	0	1	3001	1	0	next	other	0
	87	Picture	Study	Study								2424569	0	1	10008	1	0	next	other	0
	89	Picture	Stim;Main;1;3;112112111;121112111;Left;0	Stim	Main	1	3	112112111	121112111	Left	0	2464765	0	1	40027	1	0	next	miss	0
	90	Picture	ITI	ITI								2504792	0	1	3002	1	0	next	other	0
	91	Picture	Study	Study								2507794	0	1	10007	1	0	next	other	0
	93	Picture	Stim;Main;1;4;211121122;211121212;Right;0	Stim	Main	1	4	211121122	211121212	Right	0	2547988	0	1	40026	1	0	next	miss	0
	94	Picture	ITI	ITI								2588014	0	1	3002	1	0	next	other	0
	95	Picture	Study	Study								2591016	0	1	10006	1	0	next	other	0
	97	Picture	Stim;Main;1;5;122121112;122221111;Right;0	Stim	Main	1	5	122121112	122221111	Right	0	2631044	0	1	40031	1	0	next	miss	0
	98	Picture	ITI	ITI								2671075	0	1	3002	1	0	next	other	0
	99	Picture	Study	Study								2674077	0	1	10007	1	0	next	other	0
	101	Picture	Stim;Main;1;6;112121111;112211111;Right;0	Stim	Main	1	6	112121111	112211111	Right	0	2714270	0	1	40025	1	0	next	miss	0
	103	Picture	ITI	ITI								2894370	0	1	3002	1	0	next	other	0
	104	Picture	Study	Study								2897372	0	1	10005	1	0	next	other	0
	106	Picture	Stim;Main;1;1;111111222;211111212;Left;0	Stim	Main	1	1	111111222	211111212	Left	0	2937560	0	1	40020	1	0	next	miss	0
	107	Picture	ITI	ITI								2977580	0	1	3001	1	0	next	other	0
	108	Picture	Study	Study								2980581	0	1	10005	1	0	next	other	0
	110	Picture	Stim;Main;1;2;111122112;211121112;Left;0	Stim	Main	1	2	111122112	211121112	Left	0	3020768	0	1	40020	1	0	next	miss	0
	111	Picture	ITI	ITI								3060787	0	1	3001	1	0	next	other	0
	112	Picture	Study	Study								3063789	0	1	10005	1	0	next	other	0
	114	Picture	Stim;Main;1;3;112111211;112121111;Left;0	Stim	Main	1	3	112111211	112121111	Left	0	3103976	0	1	40020	1	0	next	miss	0
	115	Picture	ITI	ITI								3143996	0	1	3002	1	0	next	other	0
	116	Picture	Study	Study								3146997	0	1	10005	1	0	next	other	0
	118	Picture	Stim;Main;1;4;112211221;112212121;Right;0	Stim	Main	1	4	112211221	112212121	Right	0	3187184	0	1	40020	1	0	next	miss	0
	119	Picture	ITI	ITI								3227204	0	1	3001	1	0	next	other	0
	120	Picture	Study	Study								3230206	0	1	10005	1	0	next	other	0
	122	Picture	Stim;Main;1;5;111221221;111122221;Right;0	Stim	Main	1	5	111221221	111122221	Right	0	3270392	0	1	40020	1	0	next	miss	0
	123	Picture	ITI	ITI								3310412	0	1	3002	1	0	next	other	0
	124	Picture	Study	Study								3313414	0	1	10008	1	0	next	other	0
	126	Picture	Stim;Main;1;6;121111121;122111111;Right;0	Stim	Main	1	6	121111121	122111111	Right	0	3353450	0	1	40037	1	0	next	miss	0
	128	Quit										4032309	498692	NA
