Scenario - Match to Sample
Logfile written - 06/23/2022 09:21:12

Subject	Trial	Event Type	Code	event_cond(str)	block_name(str)	block_number(num)	trial_number(num)	study_grid(str)	dist_grid(str)	study_side(str)	delay(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
	30	Picture	Stim;Main;1;1;2121111111111111111111212;2111111111121111111111212;Right;0	Stim	Main	1	1	2121111111111111111111212	2111111111121111111111212	Right	0	854163	0	1	39961	1	0	next	miss	0
	31	Picture	ITI	ITI								894124	0	1	1998	1	0	next	other	0
	32	Picture	Study	Study								896122	0	1	9990	1	0	next	other	0
	34	Picture	Stim;Main;1;2;1112111111111211211121111;1111111111111211221121111;Right;0	Stim	Main	1	2	1112111111111211211121111	1111111111111211221121111	Right	0	936249	0	1	39961	1	0	next	miss	0
	35	Picture	ITI	ITI								976210	0	1	1998	1	0	next	other	0
	36	Picture	Study	Study								978208	0	1	9990	1	0	next	other	0
	38	Picture	Stim;Main;1;3;1111111122111111111112111;1111111122211111111111111;Left;0	Stim	Main	1	3	1111111122111111111112111	1111111122211111111111111	Left	0	1018336	0	1	39961	1	0	next	miss	0
	39	Picture	ITI	ITI								1058296	0	1	1998	1	0	next	other	0
	40	Picture	Study	Study								1060295	0	1	9990	1	0	next	other	0
	42	Picture	Stim;Main;1;4;1111211111211111111112111;2111211111211111111111111;Left;0	Stim	Main	1	4	1111211111211111111112111	2111211111211111111111111	Left	0	1100422	0	1	39961	1	0	next	miss	0
	43	Picture	ITI	ITI								1140383	0	1	1998	1	0	next	other	0
	44	Picture	Study	Study								1142381	0	1	9990	1	0	next	other	0
	46	Picture	Stim;Main;1;5;1112111111111111211211111;1111111111111111212211111;Right;0	Stim	Main	1	5	1112111111111111211211111	1111111111111111212211111	Right	0	1182508	0	1	39961	1	0	next	miss	0
	47	Picture	ITI	ITI								1222469	0	1	1998	1	0	next	other	0
	48	Picture	Study	Study								1224467	0	1	9990	1	0	next	other	0
	50	Picture	Stim;Main;1;6;1121111111121211111111111;1111112111121211111111111;Left;0	Stim	Main	1	6	1121111111121211111111111	1111112111121211111111111	Left	0	1264595	0	1	39961	1	0	next	miss	0
	52	Picture	ITI	ITI								1444585	0	1	1998	1	0	next	other	0
	53	Picture	Study	Study								1446583	0	1	9990	1	0	next	other	0
	55	Picture	Stim;Main;1;1;1111111121111111121111111;1121111111111111121111111;Right;0	Stim	Main	1	1	1111111121111111121111111	1121111111111111121111111	Right	0	1486710	0	1	39961	1	0	next	miss	0
	56	Picture	ITI	ITI								1526671	0	1	1998	1	0	next	other	0
	57	Picture	Study	Study								1528669	0	1	9990	1	0	next	other	0
	59	Picture	Stim;Main;1;2;1121111112111121111111111;1121111112112111111111111;Right;0	Stim	Main	1	2	1121111112111121111111111	1121111112112111111111111	Right	0	1568797	0	1	39961	1	0	next	miss	0
	60	Picture	ITI	ITI								1608758	0	1	1998	1	0	next	other	0
	61	Picture	Study	Study								1610756	0	1	9990	1	0	next	other	0
	63	Picture	Stim;Main;1;3;1111211111111111211211111;1111111111111111211212111;Left;0	Stim	Main	1	3	1111211111111111211211111	1111111111111111211212111	Left	0	1650883	0	1	39961	1	0	next	miss	0
	64	Picture	ITI	ITI								1690844	0	1	1998	1	0	next	other	0
	65	Picture	Study	Study								1692842	0	1	9990	1	0	next	other	0
	67	Picture	Stim;Main;1;4;1122112112111111111111111;1121112112111121111111111;Left;0	Stim	Main	1	4	1122112112111111111111111	1121112112111121111111111	Left	0	1732969	0	1	39961	1	0	next	miss	0
	68	Picture	ITI	ITI								1772930	0	1	1998	1	0	next	other	0
	69	Picture	Study	Study								1774928	0	1	9990	1	0	next	other	0
	71	Picture	Stim;Main;1;5;2112111111111111111111111;1112111111111112111111111;Right;0	Stim	Main	1	5	2112111111111111111111111	1112111111111112111111111	Right	0	1815056	0	1	39961	1	0	next	miss	0
	72	Picture	ITI	ITI								1855017	0	1	1998	1	0	next	other	0
	73	Picture	Study	Study								1857015	0	1	9990	1	0	next	other	0
	75	Picture	Stim;Main;1;6;1111111111211111111112122;1111121111211111111112121;Left;0	Stim	Main	1	6	1111111111211111111112122	1111121111211111111112121	Left	0	1897142	0	1	39961	1	0	next	miss	0
	77	Picture	ITI	ITI								2077133	0	1	1998	1	0	next	other	0
	78	Picture	Study	Study								2079131	0	1	9990	1	0	next	other	0
	80	Picture	Stim;Main;1;1;1211211111121111111111111;1111211111121111111111112;Right;0	Stim	Main	1	1	1211211111121111111111111	1111211111121111111111112	Right	0	2119258	0	1	39961	1	0	next	miss	0
	81	Picture	ITI	ITI								2159219	0	1	1998	1	0	next	other	0
	82	Picture	Study	Study								2161217	0	1	9990	1	0	next	other	0
	84	Picture	Stim;Main;1;2;1111111111111211112211112;1111111111211211111211112;Right;0	Stim	Main	1	2	1111111111111211112211112	1111111111211211111211112	Right	0	2201344	0	1	39961	1	0	next	miss	0
	85	Picture	ITI	ITI								2241305	0	1	1998	1	0	next	other	0
	86	Picture	Study	Study								2243303	0	1	9990	1	0	next	other	0
	88	Picture	Stim;Main;1;3;1111111111111112111121111;1111111111111112211111111;Left;0	Stim	Main	1	3	1111111111111112111121111	1111111111111112211111111	Left	0	2283431	0	1	39961	1	0	next	miss	0
	89	Picture	ITI	ITI								2323391	0	1	1998	1	0	next	other	0
	90	Picture	Study	Study								2325390	0	1	9990	1	0	next	other	0
	92	Picture	Stim;Main;1;4;1111111111211111111111221;1111111111211111111211211;Left;0	Stim	Main	1	4	1111111111211111111111221	1111111111211111111211211	Left	0	2365517	0	1	39961	1	0	next	miss	0
	93	Picture	ITI	ITI								2405478	0	1	1998	1	0	next	other	0
	94	Picture	Study	Study								2407476	0	1	9990	1	0	next	other	0
	96	Picture	Stim;Main;1;5;1111121111111121111111111;1111111111112121111111111;Right;0	Stim	Main	1	5	1111121111111121111111111	1111111111112121111111111	Right	0	2447603	0	1	39961	1	0	next	miss	0
	97	Picture	ITI	ITI								2487564	0	1	1998	1	0	next	other	0
	98	Picture	Study	Study								2489562	0	1	9990	1	0	next	other	0
	100	Picture	Stim;Main;1;6;1111212111111111111111111;1111211111111121111111111;Left;0	Stim	Main	1	6	1111212111111111111111111	1111211111111121111111111	Left	0	2529690	0	1	39961	1	0	next	miss	0
	102	Picture	ITI	ITI								2709680	0	1	1998	1	0	next	other	0
	103	Picture	Study	Study								2711678	0	1	9990	1	0	next	other	0
	105	Picture	Stim;Main;1;1;1211111111121111111111121;1211111111111111211111121;Right;0	Stim	Main	1	1	1211111111121111111111121	1211111111111111211111121	Right	0	2751805	0	1	39961	1	0	next	miss	0
	106	Picture	ITI	ITI								2791766	0	1	1998	1	0	next	other	0
	107	Picture	Study	Study								2793764	0	1	9990	1	0	next	other	0
	108	Quit										2833524	29769	NA
