Block Name	Block Number	Trial Number	Study Grid	Distractor Grid	Correct Side	Delay	Response	Accuracy	RT
Practice	0	1	1121111122121111111111111	1111112122121111111111111	Left	0		rm_miss	-4246.8
Practice	0	1	1112112111111111111122111	1111212111111111111122111	Left	0		rm_miss	-12455.4
Practice	0	1	1112111111112111111121112	1112111111111111121121112	Left	0		rm_miss	-20664.1
Practice	0	1	1121211111111111121111121	1121211211111111111111121	Left	0		rm_miss	-28872.7
Practice	0	1	1111111121111111112111111	1111111121111111211111111	Left	0		rm_miss	-37081.3
Practice	0	1	1112111111111111111211111	1111111111112111111211111	Left	0		rm_miss	-45290
Practice	0	1	1211111111111112111211111	1211111111211112111111111	Left	0		rm_miss	-53498.6
Practice	0	1	1112111111111111211111111	1112112111111111111111111	Left	0		rm_miss	-61707.2
Practice	0	1	1111111111121111111111211	1111112111111111111111211	Left	0		rm_miss	-69915.9
Practice	0	1	1111111112111111111111112	1111112112111111111111111	Left	0		rm_miss	-78124.5
Practice	0	1	1111112111211111111211121	1111112111211111111221111	Left	0		rm_miss	-86333.1
Practice	0	1	1111111111111111211112112	1111211111111111211112111	Left	0		rm_miss	-94541.8
Practice	0	1	1112111211111111111111111	1111111211112111111111111	Left	0		rm_miss	-102750.4
Practice	0	1	1111211111121111111111111	1111111111121211111111111	Left	0		rm_miss	-110959
Practice	0	1	1111112121111111112112111	1111112111111111212112111	Left	0		rm_miss	-119167.7
Practice	0	1	1111121111111121111111211	1112111111111121111111211	Left	0		rm_miss	-127376.3
Practice	0	1	1112121211121111111111111	1111121211221111111111111	Left	0		rm_miss	-135584.9
Practice	0	1	1111111111112111111111211	1112111111112111111111111	Left	0		rm_miss	-143793.5
Practice	0	1	1111211211111111212111111	1111211111111111212111112	Left	0		rm_miss	-152002.2
Practice	0	1	1111111112121111111111121	1111111111121111112111121	Left	0		rm_miss	-160210.8
Practice	0	1	1111211111111111211111111	1111211211111111111111111	Left	0		rm_miss	-168419.4
Practice	0	1	2111121111112111111121111	2211121111111111111121111	Left	0		rm_miss	-176628.1
Practice	0	1	1111111211111111212111111	1111111211111111211111121	Left	0		rm_miss	-184836.7
Practice	0	1	1111122111111111111211111	1111122211111111111111111	Left	0		rm_miss	-193045.3
Practice	0	1	1111111121121221111111111	1111121121111221111111111	Left	0		rm_miss	-201254
Practice	0	1	1211111111111111211111111	1111111111211111211111111	Left	0		rm_miss	-209462.6
Practice	0	1	1111112111111112111111111	1112112111111111111111111	Left	0		rm_miss	-217671.2
Practice	0	1	2111111111111111111112111	2111111111111111112111111	Left	0		rm_miss	-225879.9
Practice	0	1	1111112112212111111111111	1111112111212111211111111	Left	0		rm_miss	-234088.5
Practice	0	1	1111111111211112111111112	1112111111111112111111112	Left	0		rm_miss	-242297.1
Practice	0	1	1111111111211111111211111	1111111111111111111211112	Left	0		rm_miss	-250505.8
Practice	0	1	1111111111111221111211111	1111111111111211111212111	Left	0		rm_miss	-258714.4
Practice	0	1	1111211111111111112111121	1111211112111111112111111	Left	0		rm_miss	-266923
Practice	0	1	1121111111212121111111111	1121111111211221111111111	Left	0		rm_miss	-275131.7
Practice	0	1	1211111211121111111111111	1111111211221111111111111	Left	0		rm_miss	-283340.3
Practice	0	1	1111112112211111111121111	1111212111211111111121111	Left	0		rm_miss	-291548.9
Practice	0	1	1111111111111121111112111	1121111111111111111112111	Left	0		rm_miss	-299757.6
Practice	0	1	1111111111111111112112111	1111121111111111112111111	Left	0		rm_miss	-307966.2
Practice	0	1	1211111111121211111121111	1111111121121211111121111	Left	0		rm_miss	-316174.8
Practice	0	1	1111211111111111111211111	1112111111111111111211111	Left	0		rm_miss	-324383.4
Practice	0	1	1111111111111111211112111	1111111111111112111112111	Left	0		rm_miss	-332592.1
Practice	0	1	1111111112111111111111121	1111121111111111111111121	Left	0		rm_miss	-340800.7
Practice	0	1	1111111111111111211121111	1211111111111111211111111	Left	0		rm_miss	-349009.3
Practice	0	1	1111111211111111111211111	1111111211111211111111111	Left	0		rm_miss	-357334.5
Practice	0	1	1111111112111111111111112	1121111112111111111111111	Left	0		rm_miss	-365543.2
Practice	0	1	1111121112111111211111111	1111111112111111211111121	Left	0		rm_miss	-373751.8

