Block Name	Block Number	Trial Number	Study Grid	Distractor Grid	Correct Side	Delay	Response	Accuracy	RT
Main	1	1	2211111111121111111111111	2211111111111111112111111	Left	0		rm_miss	-19631.7
Main	1	2	1212111111211111111111111	1212111111111111111111121	Left	0		rm_miss	-27840.4
Main	1	3	1111221111121111111111121	1111221111111111111111221	Right	0		rm_miss	-36049
Main	1	4	2111111211112111121111111	2111111111112211121111111	Right	0		rm_miss	-44257.6
Main	1	5	1111111112121111111111121	1111111112121111111112111	Right	0		rm_miss	-52466.3
Main	1	6	1211121121111111111121111	1211111121112111111121111	Left	0		rm_miss	-60674.9
Main	1	1	1111111111111211111212121	1121111111111211111112121	Left	0		rm_miss	-82886.5
Main	1	2	2111211121111111111111111	1111212121111111111111111	Left	0		rm_miss	-91095.1
Main	1	3	1111111121112111111111111	1111111111112112111111111	Right	0		rm_miss	-99303.8
Main	1	4	1112121111211111111111111	1111121111211111111121111	Right	0		rm_miss	-107512.4
Main	1	5	1112112121111111111111111	1112112112111111111111111	Right	0		rm_miss	-115721
Main	1	6	1112112111121111111111121	1112112111211111111111121	Left	0		rm_miss	-123929.7
Main	1	1	1111112111111111211111211	1111112111112111211111111	Left	0		rm_miss	-146141.2
Main	1	2	2111211211111121111111111	1111211211111121111121111	Left	0		rm_miss	-154349.9
Main	1	3	1111111121211111211111111	1112111121211111111111111	Right	0		rm_miss	-162558.5
Main	1	4	1212111111111212111111111	1212111112111211111111111	Right	0		rm_miss	-170767.1
Main	1	5	1111121111111111111122111	1111121121111111111112111	Right	0		rm_miss	-178975.8
Main	1	6	1112111111111112111111211	1112121111111111111111211	Left	0		rm_miss	-187184.4

